subject,session,group,roi_pos_id,roi_name,auc,G1,G1_z
sub-01,ses-01,placebo,28,R_7m_ROI,2.8830097269511272,5.84617,1.7310544868900795
sub-01,ses-01,placebo,29,R_POS1_ROI,2.877665564706731,3.03417,0.9884446986686823
sub-01,ses-01,placebo,30,R_v23ab_ROI,2.7194254973458896,5.90524,1.7466540459904487
sub-01,ses-01,placebo,31,R_d23ab_ROI,2.658618037152229,5.86333,1.7355862023829243
sub-01,ses-01,placebo,32,R_31pv_ROI,2.8613359128332263,6.11841,1.802949255291713
sub-01,ses-01,placebo,33,R_5m_ROI,2.703849159676907,-5.23916,-1.1964257989080358
sub-01,ses-01,placebo,34,R_5mv_ROI,2.602410538005223,-3.92286,-0.8488094176008436
sub-01,ses-01,placebo,35,R_23c_ROI,2.5134060463074284,-1.66113,-0.2515182240325716
sub-01,ses-01,placebo,36,R_5L_ROI,2.624119348738184,-5.0083,-1.1354589085421782
sub-01,ses-01,placebo,37,R_24dd_ROI,2.843154671796196,-5.21342,-1.189628225668769
sub-01,ses-01,placebo,38,R_24dv_ROI,2.418718544659245,-4.66213,-1.0440402633115238
sub-01,ses-01,placebo,39,R_7AL_ROI,2.5003811697264737,-4.13469,-0.9047507516829697
sub-01,ses-01,placebo,40,R_SCEF_ROI,2.7320561338179457,-2.7008,-0.5260804994664764
sub-01,ses-01,placebo,41,R_6ma_ROI,2.8079415035961914,-1.12373,-0.10959841599907985
sub-01,ses-01,placebo,42,R_7Am_ROI,2.787609680647495,-2.25984,-0.4096291437715591
sub-01,ses-01,placebo,43,R_7PL_ROI,2.661622742978993,-1.3441,-0.16779504438825105
sub-01,ses-01,placebo,44,R_VIP_ROI,2.806429529634232,-4.08775,-0.8923545555737546
sub-01,ses-01,placebo,45,R_1_ROI,2.5600526870218188,-5.25274,-1.2000120865766157
sub-01,ses-01,placebo,46,R_2_ROI,2.609409665498415,-5.15807,-1.1750110664304851
sub-01,ses-01,placebo,47,R_3a_ROI,2.6050913354755463,-4.96991,-1.1253206475998525
sub-01,ses-01,placebo,48,R_6d_ROI,2.715725183970367,-5.20503,-1.1874125442593886
sub-01,ses-01,placebo,49,R_6mp_ROI,2.57621782646368,-4.93261,-1.1154702403805576
sub-01,ses-01,placebo,50,R_6v_ROI,2.758935380315777,-4.1906,-0.9195157990725352
sub-01,ses-01,placebo,51,R_33pr_ROI,2.683011466778432,0.371024,0.2851451655738527
sub-01,ses-01,placebo,52,R_a24pr_ROI,2.8147019493846432,-2.34795,-0.43289775985981915
sub-01,ses-01,placebo,53,R_a24_ROI,2.912216618323527,4.6967,1.4274955703655954
sub-01,ses-01,placebo,54,R_d32_ROI,2.932383402156783,4.45266,1.3630480267249305
sub-01,ses-01,placebo,55,R_p32_ROI,2.7101476702334213,3.82586,1.197518931683262
sub-01,ses-01,placebo,58,R_8Av_ROI,2.877495071886936,5.93318,1.754032608395465
sub-01,ses-01,placebo,59,R_8Ad_ROI,2.7128889210462246,5.61826,1.670866650178295
sub-01,ses-01,placebo,60,R_9m_ROI,2.8559771790800617,6.17955,1.8190954723798554
sub-01,ses-01,placebo,61,R_8BL_ROI,2.363555318898733,6.59481,1.9287598182748829
sub-01,ses-01,placebo,62,R_9p_ROI,2.789813397790057,6.06785,1.789597067918856
sub-01,ses-01,placebo,63,R_10d_ROI,2.952298876259999,6.24994,1.837684484823989
sub-01,ses-01,placebo,64,R_8C_ROI,2.959608496175821,4.88,1.4759025313118905
sub-01,ses-01,placebo,65,R_44_ROI,2.851299776162266,3.46824,1.1030765019308666
sub-01,ses-01,placebo,66,R_45_ROI,2.7343109289668823,3.66026,1.1537862926614046
sub-01,ses-01,placebo,67,R_47l_ROI,2.7391693645197472,6.11493,1.8020302360658915
sub-01,ses-01,placebo,69,R_IFJp_ROI,2.6340273609550784,0.983182,0.44680751363147503
sub-01,ses-01,placebo,70,R_IFSp_ROI,2.66002251729035,2.2258,0.7749655114337851
sub-01,ses-01,placebo,71,R_p9-46v_ROI,2.696360631238153,3.60124,1.138199937860257
sub-01,ses-01,placebo,72,R_46_ROI,2.851614205849604,0.26099,0.25608672836291624
sub-01,ses-01,placebo,74,R_9-46d_ROI,2.832757558091103,1.30007,0.5304931930660064
sub-01,ses-01,placebo,75,R_9a_ROI,2.695516701953,6.09498,1.7967617206764828
sub-01,ses-01,placebo,83,R_LIPd_ROI,2.893627574477635,-0.342347,0.09675388277396421
sub-01,ses-01,placebo,84,R_6a_ROI,2.775852727924105,-1.98778,-0.33778191084712333
sub-01,ses-01,placebo,85,R_i6-8_ROI,2.664411477224249,4.2744,1.31597205914017
sub-01,ses-01,placebo,86,R_s6-8_ROI,2.6259505811102035,5.11753,1.5386308751939066
sub-01,ses-01,placebo,87,R_43_ROI,3.0716744611129023,-3.79073,-0.8139157364779086
sub-01,ses-01,placebo,88,R_OP4_ROI,2.7941893631008905,-4.48826,-0.9981236331984177
sub-01,ses-01,placebo,89,R_OP1_ROI,2.6500277214601846,-5.12743,-1.1669194718675038
sub-01,ses-01,placebo,90,R_OP2-3_ROI,2.721269151109321,-4.39662,-0.9739227935851144
sub-01,ses-01,placebo,91,R_52_ROI,2.6807055213730706,-3.70549,-0.791405047164967
sub-01,ses-01,placebo,92,R_RI_ROI,2.679855651031036,-4.20226,-0.9225950416510066
sub-01,ses-01,placebo,93,R_PFcm_ROI,2.787571173315808,-3.98302,-0.864696830424243
sub-01,ses-01,placebo,94,R_PoI2_ROI,2.561994273232168,-3.59673,-0.7626830554981963
sub-01,ses-01,placebo,96,R_AVI_ROI,2.4519259123668435,1.86141,0.6787352195667884
sub-01,ses-01,placebo,97,R_AAIC_ROI,2.928449799973156,0.990224,0.4486672071338417
sub-01,ses-01,placebo,98,R_FOP1_ROI,2.759190871691064,-3.05674,-0.620079264765027
sub-01,ses-01,placebo,99,R_FOP3_ROI,2.751372487156398,-2.94381,-0.5902560345431769
sub-01,ses-01,placebo,100,R_FOP2_ROI,2.5237800158216555,-4.54499,-1.013105231095217
sub-01,ses-01,placebo,101,R_AIP_ROI,2.916138195957272,-2.43178,-0.45503608793471234
sub-01,ses-01,placebo,104,R_ProS_ROI,2.8383848137881023,-3.40414,-0.7118227357565323
sub-01,ses-01,placebo,107,R_PBelt_ROI,2.7750199617106266,-3.54326,-0.7485623779106436
sub-01,ses-01,placebo,108,R_A5_ROI,2.766077158918084,-2.42161,-0.45235033347304393
sub-01,ses-01,placebo,109,R_PHA1_ROI,2.937668057666637,0.452138,0.3065662361150299
sub-01,ses-01,placebo,110,R_PHA3_ROI,2.785423406309014,-1.50459,-0.21017820402966358
sub-01,ses-01,placebo,111,R_STSda_ROI,2.666904697185981,2.00827,0.7175188872403995
sub-01,ses-01,placebo,112,R_STSdp_ROI,2.8385137939190987,1.1883,0.5009763025860968
sub-01,ses-01,placebo,113,R_STSvp_ROI,2.816120760662513,5.92505,1.7518855893420369
sub-01,ses-01,placebo,116,R_TE1p_ROI,2.812941838135543,4.35846,1.3381711269914827
sub-01,ses-01,placebo,119,R_TE2p_ROI,2.5973956516177026,-1.82795,-0.29557304795543565
sub-01,ses-01,placebo,120,R_PHT_ROI,2.485887380488863,-0.431966,0.073086760935197
sub-01,ses-01,placebo,121,R_TPOJ1_ROI,2.569507768313067,-0.525685,0.04833688656026063
sub-01,ses-01,placebo,122,R_TPOJ2_ROI,2.9397430259380166,-1.97171,-0.333538049077309
sub-01,ses-01,placebo,123,R_TPOJ3_ROI,2.6755301800303,-1.82381,-0.2944797319798892
sub-01,ses-01,placebo,124,R_DVT_ROI,2.725397313207852,-2.85074,-0.5656775519721365
sub-01,ses-01,placebo,125,R_PGp_ROI,2.555676310256262,-1.43986,-0.1930839182574121
sub-01,ses-01,placebo,126,R_IP2_ROI,2.99213295337558,2.83395,0.935569402865806
sub-01,ses-01,placebo,127,R_IP0_ROI,2.807129606912792,-1.55352,-0.2230999312478972
sub-01,ses-01,placebo,128,R_PFop_ROI,2.855600329023369,-3.38876,-0.7077610933159758
sub-01,ses-01,placebo,129,R_PFm_ROI,2.76549686397996,4.69038,1.4258265469439884
sub-01,ses-01,placebo,130,R_PGs_ROI,2.959695691158101,5.60532,1.6674493775397512
sub-01,ses-01,placebo,131,R_V6A_ROI,2.7138776254243,-4.45981,-0.9906103869413412
sub-01,ses-01,placebo,132,R_VMV1_ROI,2.7366174168111077,-4.28055,-0.9432703333721493
sub-01,ses-01,placebo,133,R_VMV3_ROI,2.817975267997825,-4.1959,-0.9209154547900222
sub-01,ses-01,placebo,134,R_PHA2_ROI,2.9012634929519168,1.33525,0.5397837379983068
sub-01,ses-01,placebo,135,R_V4t_ROI,2.7418161670829955,-4.17245,-0.9147226384551035
sub-01,ses-01,placebo,136,R_FST_ROI,2.5909281066220085,-3.95985,-0.858577958164965
sub-01,ses-01,placebo,137,R_V3CD_ROI,2.5000559676913348,-4.06885,-0.8873633304679993
sub-01,ses-01,placebo,139,R_VMV2_ROI,2.7963676179736643,-3.9542,-0.8570858723529271
sub-01,ses-01,placebo,140,R_31pd_ROI,2.9602117019557728,5.72459,1.6989469129028971
sub-01,ses-01,placebo,141,R_31a_ROI,2.6723885813443595,4.41875,1.3540928709928581
sub-01,ses-01,placebo,142,R_VVC_ROI,2.751479712004324,-3.54179,-0.7481741715135294
sub-01,ses-01,placebo,146,R_PoI1_ROI,2.5823203124225853,-2.84553,-0.5643016639932483
sub-01,ses-01,placebo,147,R_Ig_ROI,2.7099369297936184,-4.50137,-1.0015858004543146
sub-01,ses-01,placebo,148,R_FOP5_ROI,2.7911471692195464,-0.0463236,0.17492951377772592
sub-01,ses-01,placebo,149,R_p10p_ROI,2.9130236049714755,5.28343,1.5824427400110934
sub-01,ses-01,placebo,152,R_MBelt_ROI,2.6691523775090062,-3.66894,-0.7817527044339954
sub-01,ses-01,placebo,153,R_LBelt_ROI,2.5769838199392754,-3.75794,-0.8052563570483995
sub-01,ses-01,placebo,154,R_A4_ROI,2.629477819290396,-3.26927,-0.6762054590362551
sub-01,ses-01,placebo,155,R_STSva_ROI,2.9882804039553914,5.76435,1.7094469716438938
sub-01,ses-01,placebo,158,R_a32pr_ROI,2.749693413579004,0.384682,0.2887520519492182
sub-01,ses-01,placebo,159,R_p24_ROI,2.7666480458879867,0.618795,0.3505780140224315
sub-01,ses-01,placebo,160,L_V1_ROI,2.6781615244605588,-3.08391,-0.627254480962031
sub-01,ses-01,placebo,161,L_MST_ROI,2.72157379229259,-4.14838,-0.9083660888098372
sub-01,ses-01,placebo,162,L_V6_ROI,2.447468802750382,-4.4467,-0.9871482196854441
sub-01,ses-01,placebo,163,L_V2_ROI,2.74335433808051,-3.99919,-0.8689671007925005
sub-01,ses-01,placebo,164,L_V3_ROI,2.500275421022087,-3.85466,-0.8307987534626148
sub-01,ses-01,placebo,165,L_V4_ROI,2.6053207536863314,-3.91286,-0.8461685577565284
sub-01,ses-01,placebo,166,L_V8_ROI,2.6768479587213982,-4.25253,-0.9358706440883785
sub-01,ses-01,placebo,167,L_4_ROI,2.7905227365966074,-5.04562,-1.1453145974811623
sub-01,ses-01,placebo,168,L_FEF_ROI,2.649226190242524,-2.16418,-0.38436667850084116
sub-01,ses-01,placebo,169,L_PEF_ROI,2.9399790745669963,-1.36994,-0.17461902622596115
sub-01,ses-01,placebo,170,L_55b_ROI,2.1949562388559207,1.21697,0.5085476477597481
sub-01,ses-01,placebo,171,L_V3A_ROI,2.4988298867797414,-4.44376,-0.9863718068912155
sub-01,ses-01,placebo,172,L_RSC_ROI,2.6647396547047544,2.49715,0.8466252433092745
sub-01,ses-01,placebo,173,L_POS2_ROI,2.8975112538782763,3.22832,1.0397169925460594
sub-01,ses-01,placebo,174,L_V7_ROI,2.825886453567509,-4.40902,-0.977197459792065
sub-01,ses-01,placebo,175,L_IPS1_ROI,2.488653872172883,-3.5734,-0.7565219294814092
sub-01,ses-01,placebo,176,L_FFC_ROI,2.742088010474494,-2.95834,-0.5940932038969666
sub-01,ses-01,placebo,177,L_V3B_ROI,2.6621658268754347,-4.212,-0.9251672391393694
sub-01,ses-01,placebo,178,L_LO1_ROI,2.8173458271604197,-4.22727,-0.9291998321216386
sub-01,ses-01,placebo,179,L_LO2_ROI,2.7173898999075488,-4.08422,-0.8914223320487116
sub-01,ses-01,placebo,180,L_PIT_ROI,2.7274221616208973,-3.88083,-0.8377098836751874
sub-01,ses-01,placebo,181,L_MT_ROI,2.835083573391245,-4.08727,-0.8922277943012277
sub-01,ses-01,placebo,182,L_A1_ROI,2.5822301339859304,-3.71955,-0.7951180961060739
sub-01,ses-01,placebo,183,L_PSL_ROI,2.815955995397768,0.465444,0.3100801642238756
sub-01,ses-01,placebo,184,L_SFL_ROI,2.7921451365649887,4.16656,1.2874930265790763
sub-01,ses-01,placebo,185,L_PCV_ROI,2.428167243407517,-0.468708,0.06338371369521459
sub-01,ses-01,placebo,186,L_STV_ROI,2.479028957105503,-0.710209,-0.0003933156309787376
sub-01,ses-01,placebo,187,L_7Pm_ROI,2.7866395520447,3.03862,0.9896198812994025
sub-01,ses-01,placebo,188,L_7m_ROI,2.914932982233412,6.08153,1.793209764185879
sub-01,ses-01,placebo,189,L_POS1_ROI,2.9497376558338253,3.99598,1.2424452393547498
sub-01,ses-01,placebo,190,L_v23ab_ROI,2.8615718262427,6.01881,1.776646291242335
sub-01,ses-01,placebo,191,L_31pv_ROI,2.8498846569260152,6.36514,1.8681071902304986
sub-01,ses-01,placebo,192,L_5m_ROI,2.6451219497739693,-5.20963,-1.1886273397877734
sub-01,ses-01,placebo,193,L_5mv_ROI,2.575385544818256,-3.78823,-0.8132555215168298
sub-01,ses-01,placebo,194,L_23c_ROI,2.815908641271577,-1.89323,-0.3128125810191244
sub-01,ses-01,placebo,195,L_5L_ROI,2.674226654622985,-4.97604,-1.1269394946844178
sub-01,ses-01,placebo,196,L_24dv_ROI,2.791710373779057,-4.51501,-1.0051879332819604
sub-01,ses-01,placebo,197,L_7AL_ROI,2.576116135254816,-3.94824,-0.8555119198857153
sub-01,ses-01,placebo,198,L_SCEF_ROI,2.6541272149227138,-2.55215,-0.48682411788073293
sub-01,ses-01,placebo,199,L_6ma_ROI,2.5390829568619058,-0.815416,-0.028177009795064288
sub-01,ses-01,placebo,200,L_7Am_ROI,2.7859520686693453,-1.82064,-0.2936425794092413
sub-01,ses-01,placebo,201,L_7PL_ROI,2.678239036064155,-1.05702,-0.09198123997765408
sub-01,ses-01,placebo,202,L_7PC_ROI,2.5055848673348167,-4.54799,-1.0138974890485115
sub-01,ses-01,placebo,203,L_LIPv_ROI,2.6821828307142908,-3.86824,-0.8343850411311947
sub-01,ses-01,placebo,204,L_VIP_ROI,2.9351755081067683,-3.81149,-0.8193981615147067
sub-01,ses-01,placebo,205,L_1_ROI,2.771304915009994,-5.25407,-1.2003633209359095
sub-01,ses-01,placebo,206,L_2_ROI,2.473723855465741,-5.11736,-1.1642601260042782
sub-01,ses-01,placebo,207,L_3a_ROI,2.668899646087211,-4.93447,-1.1159614403116
sub-01,ses-01,placebo,208,L_6d_ROI,2.721498767875517,-5.19707,-1.1853104198233138
sub-01,ses-01,placebo,209,L_6mp_ROI,2.6765534365411754,-4.96094,-1.1229517963195021
sub-01,ses-01,placebo,210,L_6v_ROI,2.5188279437895984,-4.33317,-0.9571665378729352
sub-01,ses-01,placebo,211,L_p24pr_ROI,2.518234600317523,-1.42166,-0.18827755334075869
sub-01,ses-01,placebo,212,L_33pr_ROI,2.6323239354985226,0.667102,0.3633352156723643
sub-01,ses-01,placebo,213,L_a24pr_ROI,2.5987841757056254,-2.27701,-0.41416350012424813
sub-01,ses-01,placebo,214,L_p32pr_ROI,2.67250014716443,-2.42679,-0.4537182988723992
sub-01,ses-01,placebo,215,L_d32_ROI,2.7845617682373103,5.39992,1.6132061163375195
sub-01,ses-01,placebo,216,L_8BM_ROI,2.739838135605324,4.83691,1.4645230662427369
sub-01,ses-01,placebo,219,L_8Av_ROI,2.761146162982807,6.45003,1.8905254494488892
sub-01,ses-01,placebo,220,L_8BL_ROI,2.7927566225393554,6.55168,1.917369789766352
sub-01,ses-01,placebo,221,L_9p_ROI,2.5226592238069463,6.20043,1.8246095877347852
sub-01,ses-01,placebo,222,L_10d_ROI,2.792791406079425,6.20327,1.8253595919305707
sub-01,ses-01,placebo,223,L_8C_ROI,2.744380921142324,5.45579,1.627960600287708
sub-01,ses-01,placebo,224,L_44_ROI,2.758384175828625,4.60135,1.4023149717500514
sub-01,ses-01,placebo,225,L_45_ROI,2.582158968743768,5.1757,1.5539927569082872
sub-01,ses-01,placebo,226,L_47l_ROI,2.6913215658272347,5.71482,1.696366792835001
sub-01,ses-01,placebo,228,L_IFJa_ROI,2.7575890923641637,1.40106,0.5571632366337442
sub-01,ses-01,placebo,229,L_IFJp_ROI,2.665363078846693,1.88867,0.6859342035023913
sub-01,ses-01,placebo,230,L_IFSp_ROI,2.798667230564953,3.49102,1.1090923806562163
sub-01,ses-01,placebo,231,L_IFSa_ROI,2.963526752800316,1.282,0.525721159327329
sub-01,ses-01,placebo,232,L_p9-46v_ROI,2.772172467937565,3.12656,1.0128436027703092
sub-01,ses-01,placebo,233,L_46_ROI,2.8539149277306115,-0.650158,0.015465311820117669
sub-01,ses-01,placebo,234,L_a9-46v_ROI,2.802161084431164,3.63383,1.1468065000928798
sub-01,ses-01,placebo,242,L_LIPd_ROI,2.7724502480947,0.362336,0.28285078654111173
sub-01,ses-01,placebo,243,L_6a_ROI,2.756989847947853,-1.94449,-0.32634962858108346
sub-01,ses-01,placebo,244,L_i6-8_ROI,2.4539633936139835,4.88234,1.4765204925154605
sub-01,ses-01,placebo,245,L_s6-8_ROI,2.59732167366154,5.23401,1.5693916106604884
sub-01,ses-01,placebo,246,L_OP4_ROI,3.120184612090607,-4.36701,-0.9661032075860972
sub-01,ses-01,placebo,247,L_OP1_ROI,2.6632763112363613,-5.08156,-1.1548058477616303
sub-01,ses-01,placebo,248,L_OP2-3_ROI,2.587022877054399,-4.35556,-0.9630794230643565
sub-01,ses-01,placebo,249,L_52_ROI,2.8561889523059394,-3.54366,-0.7486680123044163
sub-01,ses-01,placebo,250,L_RI_ROI,2.483277583644795,-4.11754,-0.9002216770499694
sub-01,ses-01,placebo,251,L_PFcm_ROI,2.627245670424258,-3.81303,-0.8198048539307312
sub-01,ses-01,placebo,252,L_TA2_ROI,2.593602551414357,-3.20893,-0.6602705107356579
sub-01,ses-01,placebo,253,L_FOP4_ROI,2.948769473647367,-1.35189,-0.1698522742069725
sub-01,ses-01,placebo,254,L_MI_ROI,2.673521637970395,-1.32795,-0.16353005573968218
sub-01,ses-01,placebo,256,L_FOP1_ROI,2.667122028322146,-3.33155,-0.6926527341466493
sub-01,ses-01,placebo,257,L_FOP3_ROI,2.979877490663489,-2.93563,-0.5880958111905271
sub-01,ses-01,placebo,258,L_FOP2_ROI,2.6649621521301268,-4.40487,-0.9761015029566742
sub-01,ses-01,placebo,259,L_PFt_ROI,2.746232661189831,-3.10661,-0.6332492328086261
sub-01,ses-01,placebo,262,L_H_ROI,2.6280847549037527,0.746789,0.38437943551375786
sub-01,ses-01,placebo,263,L_ProS_ROI,2.809416332284027,-3.08563,-0.6277087088552532
sub-01,ses-01,placebo,265,L_PBelt_ROI,2.79970562604185,-3.49612,-0.7361133646045424
sub-01,ses-01,placebo,266,L_A5_ROI,2.7190443863313427,-1.59143,-0.2331114309176956
sub-01,ses-01,placebo,268,L_PHA3_ROI,2.7862898251492045,-0.846308,-0.03633515402612238
sub-01,ses-01,placebo,269,L_STSda_ROI,2.6033418197229325,2.16619,0.7592233459018229
sub-01,ses-01,placebo,270,L_STSdp_ROI,2.6210993142451344,2.72775,0.90752347131918
sub-01,ses-01,placebo,271,L_STSvp_ROI,2.947109110167901,6.09215,1.7960143573405416
sub-01,ses-01,placebo,273,L_TE1p_ROI,2.8425346313479207,5.11563,1.5381291118234868
sub-01,ses-01,placebo,276,L_TE2p_ROI,2.955651862382968,-1.00506,-0.07825933222659298
sub-01,ses-01,placebo,277,L_PHT_ROI,2.790406319916148,0.107304,0.21550040975957568
sub-01,ses-01,placebo,278,L_TPOJ1_ROI,2.6263980017010717,-0.683581,0.006638765962463422
sub-01,ses-01,placebo,279,L_TPOJ2_ROI,2.4125648083967284,-1.94369,-0.32613835979353817
sub-01,ses-01,placebo,280,L_TPOJ3_ROI,2.453791596812057,-1.92915,-0.3222985495799041
sub-01,ses-01,placebo,281,L_DVT_ROI,2.65315455866913,-2.82046,-0.5576810283635505
sub-01,ses-01,placebo,282,L_PGp_ROI,2.8294736476676845,-1.29698,-0.15535131280183845
sub-01,ses-01,placebo,283,L_IP2_ROI,2.74961424946814,3.24056,1.042949404995501
sub-01,ses-01,placebo,284,L_IP1_ROI,2.8688051670983583,4.30382,1.323741468802145
sub-01,ses-01,placebo,285,L_IP0_ROI,2.598800985651,-1.0841,-0.09913268843605928
sub-01,ses-01,placebo,286,L_PFop_ROI,2.850660063666889,-3.07593,-0.6251470748062675
sub-01,ses-01,placebo,287,L_PF_ROI,2.797839566360073,-0.701412,0.001929848774065213
sub-01,ses-01,placebo,288,L_PFm_ROI,2.7322219659604787,5.5665,1.65719755962412
sub-01,ses-01,placebo,289,L_PGs_ROI,2.578907874991747,5.77273,1.7116600121934298
sub-01,ses-01,placebo,290,L_V6A_ROI,2.7615277619972107,-4.48494,-0.997246867730105
sub-01,ses-01,placebo,291,L_VMV1_ROI,2.6702267458816027,-4.21048,-0.9247658284430335
sub-01,ses-01,placebo,292,L_VMV3_ROI,2.67268498745833,-4.17214,-0.9146407717999295
sub-01,ses-01,placebo,293,L_PHA2_ROI,2.451431893399889,2.91235,0.9562737440452361
sub-01,ses-01,placebo,294,L_V4t_ROI,2.794419784112994,-4.2133,-0.9255105509191305
sub-01,ses-01,placebo,295,L_V3CD_ROI,2.834619251044012,-4.00965,-0.871729440189654
sub-01,ses-01,placebo,296,L_LO3_ROI,2.7387602402567297,-4.17645,-0.9157789823928294
sub-01,ses-01,placebo,297,L_VMV2_ROI,2.6940001457440883,-3.84274,-0.8276508485281913
sub-01,ses-01,placebo,298,L_31pd_ROI,2.850440095850778,6.16807,1.8160637652785816
sub-01,ses-01,placebo,299,L_31a_ROI,2.8230652944193007,4.721,1.433912859787281
sub-01,ses-01,placebo,300,L_VVC_ROI,2.7446354002740185,-3.51311,-0.7406001854800337
sub-01,ses-01,placebo,304,L_PoI1_ROI,2.685485280590941,-2.74341,-0.5373332032631029
sub-01,ses-01,placebo,305,L_Ig_ROI,2.586283808616291,-4.4364,-0.9844281340457995
sub-01,ses-01,placebo,306,L_p10p_ROI,2.9291659353818718,5.00252,1.5082583461244388
sub-01,ses-01,placebo,310,L_LBelt_ROI,2.9927124018884155,-3.72311,-0.7960582422106501
sub-01,ses-01,placebo,311,L_A4_ROI,2.746165582780742,-3.09605,-0.6304604848130294
sub-01,ses-01,placebo,315,L_a32pr_ROI,2.7165014508385226,0.440741,0.303556448150464
sub-01,ses-01,placebo,316,L_p24_ROI,2.697355768638915,0.577411,0.33964907964271807
sub-01,ses-02,placebo,1,R_V1_ROI,3.6988673241127614,-3.203,-0.6587044808479791
sub-01,ses-02,placebo,2,R_MST_ROI,3.26170035454742,-4.11376,-0.8992234320288183
sub-01,ses-02,placebo,3,R_V6_ROI,3.627556556513969,-4.46373,-0.9916456040003127
sub-01,ses-02,placebo,4,R_V2_ROI,3.663218178964096,-4.01526,-0.8732109625623147
sub-01,ses-02,placebo,5,R_V3_ROI,3.765036975275744,-3.78511,-0.8124315732454035
sub-01,ses-02,placebo,6,R_V4_ROI,3.048353016631504,-4.05539,-0.8838087331175511
sub-01,ses-02,placebo,7,R_V8_ROI,2.673642072631235,-4.28174,-0.9435845956936227
sub-01,ses-02,placebo,8,R_4_ROI,2.7544558788077125,-5.06423,-1.1502292376514325
sub-01,ses-02,placebo,9,R_3b_ROI,3.527073760888904,-5.05489,-1.147762674556842
sub-01,ses-02,placebo,10,R_FEF_ROI,2.5741084440735964,-2.28772,-0.41699186101750957
sub-01,ses-02,placebo,11,R_PEF_ROI,2.342608640749952,-1.72122,-0.2673871508370608
sub-01,ses-02,placebo,12,R_55b_ROI,3.336670460304713,-0.452943,0.06754702923977729
sub-01,ses-02,placebo,13,R_V3A_ROI,3.4744864592114846,-4.45055,-0.9881649507255054
sub-01,ses-02,placebo,14,R_RSC_ROI,2.819581727972708,2.29506,0.7932561067155113
sub-01,ses-02,placebo,15,R_POS2_ROI,3.4669007319663017,2.89452,0.9515650909428224
sub-01,ses-02,placebo,16,R_V7_ROI,2.769987834445205,-4.41102,-0.9777256317609279
sub-01,ses-02,placebo,18,R_V3B_ROI,3.412679870544007,-4.20064,-0.9221672223562275
sub-01,ses-02,placebo,21,R_MT_ROI,3.4733339490461503,-4.00105,-0.8694583007235431
sub-01,ses-02,placebo,22,R_A1_ROI,2.5533737551030287,-3.74973,-0.8030882111162169
sub-01,ses-02,placebo,23,R_PSL_ROI,3.186008986544202,-1.35183,-0.1698364290479066
sub-01,ses-02,placebo,24,R_SFL_ROI,3.3740711481222867,3.2639,1.0491131718721323
sub-01,ses-02,placebo,25,R_PCV_ROI,3.113849169542398,-0.854062,-0.03838287674940429
sub-01,ses-02,placebo,26,R_STV_ROI,3.221388053455239,-0.864429,-0.04112065615000573
