atlas,roi_pos_id,roi_name,subgroup,placebo_change,verum_change,interaction
self,14,Exteroception_R_Premotor,Exteroception,0.003954642698504873,0.14060821451521743,0.13665357181671256
self,18,Exteroception_R_Postcentral,Exteroception,0.1731368306186809,0.24898499760886184,0.07584816699018093
self,25,Exteroception_L_mPFC,Exteroception,0.22562997691417008,0.26409618239743393,0.03846620548326385
self,23,Exteroception_L_SPL,Exteroception,0.12559287857672619,0.1351650951846084,0.009572216607882211
self,15,Exteroception_R_Insula,Exteroception,0.04999845804830949,0.013489539459846878,-0.03650891858846261
self,16,Exteroception_L_Fusiform,Exteroception,0.3092426288265471,0.22019994363704543,-0.08904268518950165
self,17,Exteroception_R_SPL,Exteroception,0.1335660877917788,0.03800181681101078,-0.09556427098076803
self,21,Exteroception_R_IOG,Exteroception,0.20125806829696113,0.094592095421008,-0.10666597287595314
self,20,Exteroception_L_Insula,Exteroception,0.05885364606133159,-0.07327741974510005,-0.13213106580643164
self,24,Exteroception_R_Cingulate,Exteroception,0.21058845414535066,0.07532369346417633,-0.13526476068117432
self,22,Exteroception_L_IPL,Exteroception,0.19008830788762987,-0.0076939467757060065,-0.19778225466333588
self,19,Exteroception_R_IPL,Exteroception,0.28876231695454324,-0.007217494394332835,-0.2959798113488761
self,12,Exteroception_R_Fusiform,Exteroception,0.23901854373801346,-0.20467424916436316,-0.4436927929023766
self,6,Interoception_L_Insula_1,Interoception,-0.0006419726696118566,0.2260188190221908,0.22666079169180264
self,5,Interoception_L_Parahippocampal,Interoception,0.048619199304074545,0.22034359109951485,0.1717243917954403
self,4,Interoception_R_Parahippocampal,Interoception,0.08749638590908093,0.25893200987971987,0.17143562397063894
self,2,Interoception_L_DACC,Interoception,-0.02107588665566551,0.1301116941225624,0.15118758077822791
self,11,Interoception_L_Postcentral,Interoception,0.16395912046093297,0.22967515862506138,0.06571603816412841
self,7,Interoception_L_Insula_2,Interoception,0.2391681521828386,0.25627337488376556,0.01710522270092696
self,1,Interoception_R_Insula,Interoception,-0.042849208530630456,-0.028206703095079,0.014642505435551456
self,3,Interoception_R_Thalamus,Interoception,0.15632153507265256,0.039909600362745934,-0.11641193470990663
self,10,Interoception_L_STG,Interoception,0.2352747379562321,0.10210044838142229,-0.1331742895748098
self,8,Interoception_R_IPL,Interoception,0.2395064774459792,0.0525174169775231,-0.1869890604684561
self,9,Interoception_R_SFG,Interoception,0.1695214749973668,-0.03241516263727062,-0.20193663763463743
